Bus Name,Routes
Provati Banasree (প্রভাতী বনশ্রী),⇄ Fulbaria (ফুলবাড়িয়া) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mogbazar (মগবাজার) ⇄ Sat rasta (সাত রাস্তা) ⇄ Nabisco (নাবিস্কো) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা) ⇄ Joydebpur (জয়দেবপুর) ⇄ Sreepur (শ্রীপুর) ⇄ Barmi (বরমী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Purbachol Logistics and Transport (পূর্বাচল লজিস্টিকস),⇄ Mirpur 14 (মিরপুর ১৪) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Raida(রাইদা),⇄ Postogola (পোস্তগোলা) ⇄ Dholairpar (ধলাইড়পাড়) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Bashabo (বাসাবো) ⇄ Khilgaon (খিলগাঁও) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Chourasta (কুড়িল চৌরাস্তা) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Dia Bari (দিয়া বাড়ি)⏰ Starting Time: 06:00 AM & Closing Time: 11:00 PM🚌 Seating Service Type: Seating Service 
Raja City (রাজা সিটি),⇄ Postogola (পোস্তগোলা) ⇄ Jurain (জুরাইন) ⇄ Dayagonj (দয়াগঞ্জ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Shahbag (শাহবাগ) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ City College (সিটি কলেজ) ⇄ Jigatola (জিগাতোলা) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Star Kabab (স্টার কাবাব) ⇄ Shankar (শঙ্কর) ⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Bosila (বসিলা) ⇄ Ghatar Char (ঘাটার চর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rajanigandha (রজনীগন্ধা),⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Shahbag (শাহবাগ) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Jigatola (জিগাতোলা) ⇄ Dhanmondi (ধানমন্ডি) ⇄ Star Kabab (স্টার কাবাব) ⇄ Shankar (শঙ্কর) ⇄ Mohammadpur (মোহাম্মদপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rajdhani Super (রাজধানী),⇄ Hemayetpur (হেমায়েতপুর) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Bashundhara (বসুন্ধরা) ⇄ Nadda (নদ্দা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Bashtola (বাঁশতলা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Madhya Badda (মধ্য বাড্ডা) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী) ⇄ Demra Staff Quarter (ডেমরা স্টাফ কোয়ার্টার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Ramjan (রমজান),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Shankar (শঙ্কর) ⇄ Star Kabab (স্টার কাবাব) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Jigatola (জিগাতোলা) ⇄ City College (সিটি কলেজ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী) ⇄ Demra Staff Quarter (ডেমরা স্টাফ কোয়ার্টার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Robrob ( রবরব),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Purobi (পুরবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Badda Link Road (বাড্ডা লিংক রোড) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rois (রাইস),⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Agargaon (আগারগাঁও) ⇄ Mohakhali (মহাখালী) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Badda (বাড্ডা) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rongdhonu Express (রংধনু এক্সপ্রেস),⇄ Adabor (আদাবর) ⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Shia Masjid (শিয়া মসজিদ) ⇄ Shyamoli (শ্যামলী) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Kalabagan (কলাবাগান) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Katabon (কাটাবন) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Shahbag (শাহবাগ) ⇄ Kakrail (কাকরাইল) ⇄ Fakirapul (ফকিরাপুল) ⇄ Motijheel (মতিঝিল) ⇄ Dayagonj (দয়াগঞ্জ) ⇄ Postogola (পোস্তগোলা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Runway Express (রানওয়ে এক্সপ্রেস),⇄ Keraniganj (কেরাণীগঞ্জ) ⇄ Kadamtali (কদমতলী) ⇄ Babubazar (বাবুবাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Agargaon (আগারগাঁও) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 12 (মিরপুর ১২) ⇄ ECB Square (ইসিবি স্কয়ার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rupa Paribahan (রুপা পরিবহন),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 14 (মিরপুর ১৪)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Rupkotha (রুপকথা),⇄ Gabtoli (গাবতলি) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Safety Druti (সেফটি দ্রুতি),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Kalabagan (কলাবাগান) ⇄ City College (সিটি কলেজ) ⇄ New Market (নিউ মার্কেট) ⇄ Nilkhet (নীলক্ষেত) ⇄ Azimpur (আজিমপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Sakalpa Transport (স্বকল্প ট্রান্সপোর্ট),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Mogbazar (মগবাজার) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Kamalapur (কমলাপুর)⏰ Starting Time: 05:30 AM & Closing Time: 10:30 PM🚌 Seating Service Type: Semi-Seating Service 
Salsabil (ছালছাবিল),⇄ Postogola (পোস্তগোলা) ⇄ Dholairpar (ধলাইড়পাড়) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Bashabo (বাসাবো) ⇄ Khilgaon (খিলগাঁও) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Chourasta (কুড়িল চৌরাস্তা) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Bypass (গাজীপুর বাইপাস) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Savar Paribahan (সাভার পরিবহন),⇄ Sadarghat (সদরঘাট) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
